# raw_name<TAB>product url — Parham's direct answers, no ranking involved
BIO MILCH LACT.FREI	https://produkte.globus.de/dudweiler/milchprodukte-eier/laktosefrei/4101530007418/bio-h-alpenmilch-1-5-fett-laktosefrei
Primitivo Puglia	https://produkte.globus.de/dudweiler/getraenke/wein/rotwein/8023909011115/primitivo-tardivo-puglia-igp-rotwein
JT K?chent?cher 3-la	https://produkte.globus.de/dudweiler/kueche-haushalt/kuechenzubehoer/kuechenrollen/4306188051824/kuechentuecher-4-x-64-blatt
JT Magerquark 250g	https://produkte.globus.de/dudweiler/milchprodukte-eier/milch-molkereiprodukte/quark/4306188367314/speisequark-magerstufe
ff Cracker Chilli NP	https://produkte.globus.de/dudweiler/suesses-salziges/snacks-knabberzeug/chips/4003586105455/cheese-cracker-chili-cheese-style
